OCLC,TITLE,AUTHORS,PUB_DATE,PUBLISHER,GENRE,SUMMARY,FORMAT,RECORD #(BIBLIO),CALL #(BIBLIO),LANG,LOCATION,SUBJECT
22345526,František Drtikol,"  Frantis\\xcc\\x8cek Drtikol,  Kater\\xcc\\x8cina Klaricova\\xcc\\x81,  Drtikol  Frantis\\xcc\\x8cek ",1989,Panorama,,,28 cm.,b38647060,TR654 .D788 1989,cze,dsxx0,"Drtikol, František, 1883-1961;""Photography, Artistic"""
3591730,The Great West,"Ellen Manchester,  Nathan Lyons,  Gary Metz,  Sandy Hume",1977,"Dept. of Fine Arts, University of Colorado at Boulder",Exhibition catalogs   Pictorial works ,,24 x 27 cm,b38647072,TR646.U6 B65,eng,dsxx0,"Photography, Artistic -- Exhibitions;""Fotografia. larpcal"";""West (U.S.) -- Pictorial works"""
16868204,Jan Groover,"Groover  Jan ,  ,  Jan Groover,  Susan Kismaric",1987,Museum of Modern Art,Exhibition catalogs ,,28 x 30 cm,b38647084,TR647 .G76 1987,eng,dsxx0,"Groover, Jan, 1943-2012 -- Exhibitions;""Photography, Artistic -- Exhibitions"""
7653149,Photography,Ian Jeffrey,1981,Oxford University Press,History ,,22 cm,b38647096,TR15 .J43,eng,dsxx0,"Photography -- History;""Geschichte. swd"";""Photographie. swd"""
1864825,Tìr a'mhurain,"  Paul Strand,  Basil Davidson",1962,MacGibbon &amp; Kee,Pictorial works ,,28 cm,b38647102,DA880.H4 S73,eng,dsxx0,"Hebrides (Scotland) -- Pictorial works;""South Uist (Scotland) -- Pictorial works"";""Western Isles (Scotland) -- Pictorial works"""
18005568,Roger Fenton,"  Roger Fenton,  Richard Pare,  Fenton  Roger ",1987,Aperture Foundation,,,21 cm.,b38647114,TR654 .F4625 1987,eng,dsxx0,"Fenton, Roger, 1819-1869;""Photography, Artistic"""
12908256,The photographic art,Mike Weaver,1986,Herbert,History ,,24 cm,b38647126,TR57 .W42 1986,eng,dsxx0,"Photography -- Great Britain -- History;""Photography -- United States -- History"";""Photography, Artistic"";""Ausstellung. swd"";""Photographie. swd"";""Großbritannien. swd"";""USA. swd"";""British photography, 1800-1985 - Critical studies"";""American photography, 1800-1985 - Critical studies"""
8667897,Photography of the fifties,Helen Gee,1980  1981,"Center for Creative Photography, University of Arizona",Exhibition catalogs ,,23 x 24 cm.,b38647138,TR644 .G44 1980,eng,dsxx0,"Photography, Artistic -- Exhibitions"
14979971,Photographs by artists in mid-career,Dorothy Vandersteel,1986,San Francisco Museum of Modern Art,Exhibition catalogs   History ,,31 cm,b3864714x,TR654 .P568 1986,eng,dsxx0,"Photography, Artistic -- Exhibitions;""Photography -- United States -- History -- 20th century -- Exhibitions"";""Photographie. swd"";""Geschichte 1966-1985. swd"";""Ausstellung. swd"";""San Francisco (Calif., 1986) swd"";""USA. swd"""
7282007,Heinrich Zille,"Heinrich Zille,  ,  Zille  Heinrich ,  Winfried Ranke",1979,Schirmer-Mosel,Bildband   Pictorial works   Biography ,,25 cm,b38647151,TR652 .Z53 1979,ger,dsxx0,"Zille, Heinrich, 1858-1929;""Zille, Heinrich. swd"";""Photography, Artistic"";""Photographers -- Germany -- Biography"";""Photographie. swd"";""Berlin (Germany) -- Pictorial works"";""Berlin. swd"";""Bildband. swd"""
29457902,Ancestral dialogues,"  Michael Read,  Albert Chong,  Chong  Albert ",1994,"Friends of Photography, Distributed by the University of New Mexico Press",,Mystical  evocative photographs by Asian American photographer whose aesthetic is based on African and West Indian oral tradition ,31 cm.,b38647163,TR654 .C4867 1994,eng,dsxx0,"Chong, Albert;""Photography, Artistic"""
12696110,A personal view,"  Paul F Walter,  Walter  Paul F ",1985,"Museum of Modern Art, Distributed by New York Graphic Society Books",,,29 cm,b38647175,TR646.U6 N4834 1985,eng,dsxx0,"Walter, Paul F. -- Photograph collections;""Walter, Paul F. -- Colecciones de fotografías -- Exposiciones"";""Walter, Paul F. -- Colecciones de fotografías -- Exposiciones. embne"";""Museum of Modern Art (New York, N.Y.)"";""Photograph collections -- New York (State) -- New York"";""Sammlung swd"";""Photographie swd"""
28144322,"Ten years, 1979-1989","Kaspar Manuel Fleischmann,  Lorraine Anne Davis,  Silvia Kern",1989,Galerie Zur Stockeregg,Exhibition catalogs   Bildband ,,32 cm,b38647187,NH52.S9 T28 1989,ger,dsxx0,"Galerie Zur Stockeregg. swd;""Geschichte. swd"";""Photography, Artistic -- Exhibitions"";""Photographic art galleries -- Switzerland -- Zurich"";""Photographie. swd"";""Bildband. swd"""
1619472,One hundred years of photographic history,"  Beaumont Newhall,  Van Deren Coke,  Newhall  Beaumont ",1975,University of New Mexico Press,History ,,29 cm,b38647199,TR15 .O53,eng,dsxx0,"Newhall, Beaumont, 1908-1993;""Photography -- History"";""Fotografie. gtt"";""Newhall, Beaumont"";""Photography History"""
10777411,Photography magazine index,Stu Berger,1984,Paragon Pub.,,,22 cm,b38647205,TR145 .P46 1984,eng,dsxx0,Photography -- Periodicals -- Indexes
177066,Photographer of the world,"  Herbert George Ponting,  Ponting  Herbert George ,  H  J  P Arnold",1969,Hutchinson,,,26 cm,b38647217,TR140.P6 A7,eng,dsxx0,"Ponting, Herbert George"
22116066,The Monterey photographic tradition,"  Amy Conger,  Weston  Edward ", 1986  1989,Monterey Peninsula Museum of Art,Exhibition catalogs ,,28 cm,b38647229,TR647 .W44 1986a,eng,dsxx0,"Weston, Edward, 1886-1958 -- Exhibitions;""Photography, Artistic -- Exhibitions"""
20624784,Art law,"Ralph E  Lerner,  Judith Bresler",1989,Practising Law Institute,,,24 cm,b38647230,KF4288.Z9 L47 1989,eng,dsxx0,"Law and art -- United States;""Art -- Collectors and collecting -- United States"";""Artists -- Legal status, laws, etc. -- United States"""
1609529,Photography as a fine art,Charles H Caffin,1901,"Doubleday, Page &amp; Company",,,26 cm,b38647242,TR650 .C13,eng,dsxx0,"Photography, Artistic"
28147569,Albert Renger-Patzsch,"  Renger-Patzsch  Albert ,  Donald B Kuspit,  Albert Renger-Patzsch",1993,Aperture,Biography ,Albert Renger-Patzsch: Joy Before the Object is the first major publication in English on this influential German photographer  who is one of the founders of modern European photography  Amid the climate of intellectual  artistic  and political ferment in Germany between the wars  the idea of beauty was being redefined --Publishers description ,30 cm.,b38647254,TR140.R45 A79 1993,eng,dsxx0,"Renger-Patzsch, Albert;""Renger-Patzsch, Albert (1897-1966). ram"";""Photographers -- Germany -- Biography"";""Photography, Artistic"";""Photographie artistique. ram"";""Photographie (DE-603)085128422 (DE-588c)4045895-7 swd"";""Photographers Biography Germany"";""Photography, Artistic"";""Renger-Patzsch, Albert"""
7495840,New landscapes.,,1981,Friends of Photography,,,22 x 26 cm.,b38647266,TR660.5 .N47,eng,dsxx0,Landscape photography
12122669,Times Square,Louis Clyde Stoumen,1985,Aperture,Pictorial works ,,32 cm,b38647278,F128.68.T56 S76 1985,eng,dsxx0,"Times Square (New York, N.Y.) -- Pictorial works;""New York (N.Y.) -- Pictorial works"""
24272808,Fotografía americana del s. XX,,1991,"Fundació ""La Caixa""",Exhibition catalogs ,,21 cm,b3864728x,TR646.S72 M342 1991,spa,dsxx0,"Photography -- United States -- Exhibitions;""Photography, Artistic -- Exhibitions"""
32124222,"W. Eugene Smith, a photographic notebook","  Smith  W  Eugene ,  W  Eugene Smith",1988,Stephen White Gallery of Photography,Exhibition catalogs ,,28 cm,b38647291,TR654.S57 A4 1988,eng,dsxx0,"Smith, W. Eugene, 1918-1978 -- Exhibitions;""Photography, Artistic -- Exhibitions"""
14574817,Jaromír Funke,"  Funke  Jaromi\\xcc\\x81r ,  Lubomi\\xcc\\x81r Linhart,  Jaromi\\xcc\\x81r Funke",1960,"Státní nakl. krásné literatury, hudby a uměmí",,,18 cm.,b38647308,TR653 .F85 1960,cze,dsxx0,"Funke, Jaromír, 1896-1945;""Photography, Artistic"""
6195144,The great sights of New York,"Edmund Vincent Gillon,  James Spero",1979,Dover Publications,Pictorial works ,,29 cm,b3864731x,F128.37 .S68,eng,dsxx0,"Bildband. swd;""New York (N.Y.) -- Pictorial works"";""New York (NY) swd"""
24741649,Photography now,Mark Haworth-Booth,1989,Dirk Nishen Publishing in association with the Victoria &amp; Albert Museum,Exhibition catalogs   History ,,30 cm,b38647321,TR646.G72 L6672 1989,eng,dsxx0,"Photography, Artistic -- Exhibitions;""Photographers -- Great Britain"";""Fotografía -- Gran Bretaña -- Exposiciones"";""Fotografía -- Gran Bretaña -- Exposiciones. embne"";""Photography"""
15200056,The secret Forest of Dean,"  Fay Godwin,  Edna Healey,  Godwin  Fay ",1986,Redcliffe Press,,,20 x 21 cm,b38647333,TR654 .G654 1986,eng,dsxx0,"Godwin, Fay;""Photography, Artistic"";""Dean, Forest of (England : Forest)"""
41108517,The essential Tillich,"F  Forrester Church,  Paul Tillich",1999,The University of Chicago Press,,Product Description: With this volume  Paul Tillich joins the ranks of the great Christian theologians such as Augustine of Hippo and Thomas Aquinas       This volume  compiled by a noted minister and scholar  offers to the theological student  church worker  or  indeed  any serious reader struggling with the existential question  a tantalizing and illuminating introduction to perhaps the greatest mind of twentieth-century Protestant theology --Booklist ,22 cm,b38647345,BT75.2 .T482 1999,eng,hxxx0,"Theology, Doctrinal"
50004587,Dialogues of Paul Tillich,"  Tillich  Paul ,  Ronald H Stone,  Mary Ann Stenger",2002,Mercer University Press,,,24 cm,b38647369,BX4827.T53 S82 2002,eng,hxxx0,"Tillich, Paul, 1886-1965"
57405380,The war on truth,Nafeez Mosaddeq Ahmed,2005,Olive Branch Press,History ,,23 cm,b38647370,HV6432 .A432 2005,eng,hxxx0,"Terrorism -- Government policy -- United States;""Intelligence service -- United States"";""September 11 Terrorist Attacks, 2001"";""War on Terrorism, 2001-2009"";""United States -- Foreign relations -- 1993-2001"";""United States -- Foreign relations -- 2001-"";""Terrorism -- History -- 20th century"""
5751111,"Property, profits, and economic justice",Virginia Held,1980,Wadsworth Pub. Co.,,,23 cm,b38647382,HB701 .P755 1980,eng,hxxx0,"Property;""Profit"";""Distributive justice"""
52592036,Ethics for modern life,"Marie-Louise Friquegnon,  Raziel Abelson",2003,Bedford/St. Martin's,,,24 cm,b38647394,BJ1012 .E894 2003,eng,hxxx0,"Ethics;""Social ethics"""
21907818,Writings in the philosophy of culture,"Paul Tillich,  Michael F  Palmer",1990,"Evangelisches Verlagswerk, De Gruyter",,,24 cm.,b38647400,BR45 .T54 1987 v.2,eng,hxxx0,"Christianity and culture;""Civilization, Modern"";""Civilization -- Philosophy"""
853627471,Neimenggu duan pian xiao shuo xuan.,,1981-,Neimenggu ren min chu ban she,,,21 cm,b38647412,PL3031.M62 A16,chi,haxx0,"Short stories, Chinese -- Inner Mongolia;""Chinese fiction -- 20th century"""
853627471,Neimenggu duan pian xiao shuo xuan.,,1981-,Neimenggu ren min chu ban she,,,21 cm,b38647412,PL3031.M62 A16,chi,haxx0,"Short stories, Chinese -- Inner Mongolia;""Chinese fiction -- 20th century"""
6194616,"Rights, justice, and the bounds of liberty",Joel Feinberg,1980,Princeton University Press,,,24 cm.,b3864759x,K258 .F45,eng,hxxx0,"Civil rights;""Justice"";""Liberty"";""Human rights"""
39456004,Recasting egalitarianism,"Samuel Bowles,  Erik Olin Wright,  Herbert Gintis,  Harry Brighouse",1998,"Verso, New York",,,24 cm.,b38647606,HB523 .B69 1998,eng,hxxx0,"Income distribution;""Equality"";""Competition"";""Markets"""
468973205,Robert Solow and the development of growth economics,"  Kevin D  Hoover,  Solow  Robert M ,  Mauro Boianovsky",2009,Duke University Press,,,24 cm.,b38647618,HB172.5 .R63 2009,eng,hxxx0,"Solow, Robert M;""Macroeconomics"";""Solow growth model"";""Economic development"";""Economic history"""
225874894,The Iraq War,James DeFronzo,2010,Westview Press,History ,This volume explores the key historical  political  and social underpinnings of the United States war in Iraq that began in 2003  The author explains the interrelated sociological and political forces that led to war  accounting for important aspects of the occupation  the development of the resistance  and the conflicts influence on other nations  Beyond a systematic study of the invasion  occupation  and the future of the U S -Iraq relationship  this work also covers the early history of Iraq  the British mandate  the antimonarchy revolution  and the influence of the Saddam Hussein regime and its wars -- the Iran/Iraq War  the invasion of Kuwait  and the Persian Gulf War ,23 cm,b3864762x,DS79.76 .D443 2010,eng,hxxx0,"Iraq War, 2003-2011 -- Causes;""Iraq War, 2003-2011 -- Influence"";""Iraq -- History -- 20th century"";""United States -- Foreign relations -- Iraq"";""Iraq -- Foreign relations -- United States"""
52077158,Behind the invasion of Iraq,,2003,Monthly Review Press,,,21 cm,b38647631,DS79.76 .B44 2003,eng,hxxx0,"Iraq War, 2003-2011 -- Causes;""United States -- Politics and government -- 20th century"";""United States -- Economic conditions -- 1981-2001"";""United States -- Economic conditions -- 2001-2009"""
60964590,How users matter,"Trevor Pinch,  Nelly Oudshoorn",2005,MIT,,Users have become an integral part of technology studies  The essays in this volume look at the creative capacity of users to shape technology in all phases  from design to implementation ,23 cm.,b38647643,T14.5 H69 2005,eng,hxxx0,Technology -- Social aspects
15407870,Lao yi bei ge ming jia shu xin xuan,,1984,"Hunan sheng xin hua shu dian fa xing, Hunan ren min chu ban she",Records and correspondence ,,20 cm,b38647461,DS778.A1 L35 1984,chi,haxx0,Communists -- China -- Correspondence
20518698,Si wu yun dong ji shi,"  Zhou  Enlai ,  Jiaqi Yan",1979,"Xin hua shu dian fa xing, Ren min chu ban she",,,19 cm,b38647485,DS779.26 .S73 1979,chi,haxx0,"China -- Politics and government -- 1976-;""880-04 Zhongguo gong chan dang -- Purges"";""880-05 Zhou, Enlai, 1898-1976 -- Anniversaries, etc"""
22803041,Wei da de si wu yun dong,Huaizhou Tong,1979,"Beijing shi xin hua shu dian fa xing, Beijing chu ban she",,,19 cm,b38647497,DS779.26   .W434 1979,chi,haxx0,880-04 Zhongguo gong chan dang -- Purges
23038032,Shuo shu yi ren Liu Jingting,"  Liu  Jingting ,  Ruheng Chen",1979,"Xin hua shu dian Shanghai fa xien suo fa xing, Shanghai wen yi chu ban she",Biography ,,19 cm.,b38647503,PN2878.L48 C5,chi,haxx0,Storytellers -- China -- Biography
29496271,Zhou Enlai zong li ba shi dan chen ji nian shi wen xuan,"  Zhou  Enlai ,  Enlai Zhou",1978,"Xin hua shu dian fa xing, Ren min chu ban she",Biography ,,21 cm,b38647515,DS778.C593 C574 1978,chi,haxx0,"880-04 Zhou, Enlai, 1898-1976;""Prime ministers -- China -- Biography"""
